0.000000000000000000e+00 9.329801790093860197e-08
1.000100010001000044e+02 9.346853848408185029e-08
2.000200020002000088e+02 9.363935172567167955e-08
3.000300030002999847e+02 9.381045809115268103e-08
4.000400040004000175e+02 9.398185804664116959e-08
5.000500050005000503e+02 9.415355205892581901e-08
6.000600060005999694e+02 9.432554059546909125e-08
7.000700070007000022e+02 9.449782412440871887e-08
8.000800080008000350e+02 9.467040311455667262e-08
9.000900090009000678e+02 9.484327803540159671e-08
1.000100010001000101e+03 9.501644935710935143e-08
1.100110011001100020e+03 9.518991755052371459e-08
1.200120012001199939e+03 9.536368308716651387e-08
1.300130013001300085e+03 9.553774643923991647e-08
1.400140014001400004e+03 9.571210807962666732e-08
1.500150015001500151e+03 9.588676848189057878e-08
1.600160016001600070e+03 9.606172812027688799e-08
1.700170017001699989e+03 9.623698746971532735e-08
1.800180018001800136e+03 9.641254700581861574e-08
1.900190019001900055e+03 9.658840720488427172e-08
2.000200020002000201e+03 9.676456854389561937e-08
2.100210021002099893e+03 9.694103150052280736e-08
2.200220022002200039e+03 9.711779655312283545e-08
2.300230023002300186e+03 9.729486418074077209e-08
2.400240024002399878e+03 9.747223486311160729e-08
2.500250025002500024e+03 9.764990908065941883e-08
2.600260026002600171e+03 9.782788731449966192e-08
2.700270027002700317e+03 9.800617004643914267e-08
2.800280028002800009e+03 9.818475775897767253e-08
2.900290029002900155e+03 9.836365093530790941e-08
3.000300030003000302e+03 9.854285005931689295e-08
3.100310031003099994e+03 9.872235561558775183e-08
3.200320032003200140e+03 9.890216808939861847e-08
3.300330033003300287e+03 9.908228796672473344e-08
3.400340034003399978e+03 9.926271573423906744e-08
3.500350035003500125e+03 9.944345187931402865e-08
3.600360036003600271e+03 9.962449689002085387e-08
3.700370037003699963e+03 9.980585125513099825e-08
3.800380038003800109e+03 9.998751546411814693e-08
3.900390039003900256e+03 1.001694900071576327e-07
4.000400040004000402e+03 1.003517753751272435e-07
4.100410041004100094e+03 1.005343720596095383e-07
4.200420042004199786e+03 1.007172805528919661e-07
4.300430043004300387e+03 1.009005013479672371e-07
4.400440044004400079e+03 1.010840349385343676e-07
4.500450045004499771e+03 1.012678818190008641e-07
4.600460046004600372e+03 1.014520424844818099e-07
4.700470047004700064e+03 1.016365174308015198e-07
4.800480048004799755e+03 1.018213071544946382e-07
4.900490049004900357e+03 1.020064121528070393e-07
5.000500050005000048e+03 1.021918329236962769e-07
5.100510051005100649e+03 1.023775699658325509e-07
5.200520052005200341e+03 1.025636237786002687e-07
5.300530053005300033e+03 1.027499948620979129e-07
5.400540054005400634e+03 1.029366837171394311e-07
5.500550055005500326e+03 1.031236908452550826e-07
5.600560056005600018e+03 1.033110167486931595e-07
5.700570057005700619e+03 1.034986619304196156e-07
5.800580058005800311e+03 1.036866268941185829e-07
5.900590059005900002e+03 1.038749121441957461e-07
6.000600060006000604e+03 1.040635181857766227e-07
6.100610061006100295e+03 1.042524455247087460e-07
6.200620062006199987e+03 1.044416946675618245e-07
6.300630063006300588e+03 1.046312661216301108e-07
6.400640064006400280e+03 1.048211603949315543e-07
6.500650065006499972e+03 1.050113779962092045e-07
6.600660066006600573e+03 1.052019194349333415e-07
6.700670067006700265e+03 1.053927852213006821e-07
6.800680068006799956e+03 1.055839758662359283e-07
6.900690069006900558e+03 1.057754918813931831e-07
7.000700070007000249e+03 1.059673337791560303e-07
7.100710071007099941e+03 1.061595020726391888e-07
7.200720072007200542e+03 1.063519972756888962e-07
7.300730073007300234e+03 1.065448199028837958e-07
7.400740074007399926e+03 1.067379704695366170e-07
7.500750075007500527e+03 1.069314494916936996e-07
7.600760076007600219e+03 1.071252574861369913e-07
7.700770077007699911e+03 1.073193949703855575e-07
7.800780078007800512e+03 1.075138624626943231e-07
7.900790079007900204e+03 1.077086604820568522e-07
8.000800080008000805e+03 1.079037895482058911e-07
8.100810081008100497e+03 1.080992501816140954e-07
8.200820082008200188e+03 1.082950429034941764e-07
8.300830083008300790e+03 1.084911682358015342e-07
8.400840084008399572e+03 1.086876267012338610e-07
8.500850085008500173e+03 1.088844188232322264e-07
8.600860086008600774e+03 1.090815451259825860e-07
8.700870087008699556e+03 1.092790061344161520e-07
8.800880088008800158e+03 1.094768023742104521e-07
8.900890089008900759e+03 1.096749343717900971e-07
9.000900090008999541e+03 1.098734026543281306e-07
9.100910091009100142e+03 1.100722077497472471e-07
9.200920092009200744e+03 1.102713501867188652e-07
9.300930093009299526e+03 1.104708304946663039e-07
9.400940094009400127e+03 1.106706492037650742e-07
9.500950095009500728e+03 1.108708068449428256e-07
9.600960096009599511e+03 1.110713039498806702e-07
9.700970097009700112e+03 1.112721410510159480e-07
9.800980098009800713e+03 1.114733186815402427e-07
9.900990099009901314e+03 1.116748373754019219e-07
1.000100010001000010e+04 1.118766976673070373e-07
1.010101010101010070e+04 1.120789000927202516e-07
1.020102010201020130e+04 1.122814451878656188e-07
1.030103010301030008e+04 1.124843334897266901e-07
1.040104010401040068e+04 1.126875655360492674e-07
1.050105010501050128e+04 1.128911418653408995e-07
1.060106010601060007e+04 1.130950630168722989e-07
1.070107010701070067e+04 1.132993295306780032e-07
1.080108010801080127e+04 1.135039419475579898e-07
1.090109010901090005e+04 1.137089008090779143e-07
1.100110011001100065e+04 1.139142066575699838e-07
1.110111011101110125e+04 1.141198600361354187e-07
1.120112011201120004e+04 1.143258614886426130e-07
1.130113011301130064e+04 1.145322115597310651e-07
1.140114011401140124e+04 1.147389107948099750e-07
1.150115011501150002e+04 1.149459597400605335e-07
1.160116011601160062e+04 1.151533589424369156e-07
1.170117011701170122e+04 1.153611089496659884e-07
1.180118011801180000e+04 1.155692103102495221e-07
1.190119011901190061e+04 1.157776635734650764e-07
1.200120012001200121e+04 1.159864692893657887e-07
1.210121012101209999e+04 1.161956280087825182e-07
1.220122012201220059e+04 1.164051402833247328e-07
1.230123012301230119e+04 1.166150066653807869e-07
1.240124012401239997e+04 1.168252277081185299e-07
1.250125012501250058e+04 1.170358039654887083e-07
1.260126012601260118e+04 1.172467359922225298e-07
1.270127012701269996e+04 1.174580243438351972e-07
1.280128012801280056e+04 1.176696695766250618e-07
1.290129012901290116e+04 1.178816722476766931e-07
1.300130013001299994e+04 1.180940329148595957e-07
1.310131013101310054e+04 1.183067521368301810e-07
1.320132013201320115e+04 1.185198304730339641e-07
1.330133013301329993e+04 1.187332684837037376e-07
1.340134013401340053e+04 1.189470667298629069e-07
1.350135013501350113e+04 1.191612257733253840e-07
1.360136013601359991e+04 1.193757461766972682e-07
1.370137013701370051e+04 1.195906285033769394e-07
1.380138013801380112e+04 1.198058733175562486e-07
1.390139013901389990e+04 1.200214811842222919e-07
1.400140014001400050e+04 1.202374526691576613e-07
1.410141014101410110e+04 1.204537883389411071e-07
1.420142014201419988e+04 1.206704887609488875e-07
1.430143014301430048e+04 1.208875545033568864e-07
1.440144014401440108e+04 1.211049861351393954e-07
1.450145014501449987e+04 1.213227842260709673e-07
1.460146014601460047e+04 1.215409493467289829e-07
1.470147014701470107e+04 1.217594820684923018e-07
1.480148014801479985e+04 1.219783829635431148e-07
1.490149014901490045e+04 1.221976526048680822e-07
1.500150015001500105e+04 1.224172915662600015e-07
1.510151015101509984e+04 1.226373004223171457e-07
1.520152015201520044e+04 1.228576797484453276e-07
1.530153015301530104e+04 1.230784301208589855e-07
